filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,line_range,more_info
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/auth/test_validators.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: 'fred',62,19,"[62, 63, 64, 65, 66, 67]",https://bandit.readthedocs.io/en/1.7.4/plugins/b106_hardcoded_password_funcarg.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/auth/test_validators.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,73,4,[73],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/auth/test_validators.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,74,4,[74],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/auth/test_validators.py,hardcoded_password_funcarg,B106,LOW,MEDIUM,https://cwe.mitre.org/data/definitions/259.html,Possible hardcoded password: 'fred',79,19,"[79, 80, 81, 82, 83, 84]",https://bandit.readthedocs.io/en/1.7.4/plugins/b106_hardcoded_password_funcarg.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/auth/test_validators.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,90,4,[90],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/auth/test_validators.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,91,4,[91],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/forum/test_forum_utils.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,10,8,[10],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/forum/test_forum_utils.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,13,8,[13],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/forum/test_forum_utils.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,20,8,[20],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/forum/test_forum_utils.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,35,8,[35],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_deprecation.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,30,8,[30],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_deprecation.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,31,8,[31],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_deprecation.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,32,8,[32],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_deprecation.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,33,8,"[33, 34, 35]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_deprecation.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,36,8,[36],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_deprecation.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,37,8,[37],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_deprecation.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,46,8,[46],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_deprecation.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,47,8,[47],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_deprecation.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,56,8,[56],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_deprecation.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,62,8,[62],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_deprecation.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,67,8,[67],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_deprecation.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,68,8,[68],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_email.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,13,12,"[13, 14]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_email.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,15,12,[15],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_email.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,16,12,[16],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_email.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,26,12,"[26, 27]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_email.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,28,12,[28],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_email.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,29,12,[29],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,17,4,[17],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,26,4,[26],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,37,4,[37],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,38,4,[38],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,39,4,"[39, 40]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,43,4,"[43, 44]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,48,4,"[48, 49]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,50,4,[50],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,57,4,[57],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,58,4,"[58, 59]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,63,4,[63],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,64,4,[64],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,73,8,[73],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,78,8,"[78, 79]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,80,8,[80],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,81,8,"[81, 82, 83]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,85,8,[85],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,90,8,"[90, 91]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,92,8,[92],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,93,8,[93],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,102,8,[102],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,106,8,"[106, 107]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,108,8,"[108, 109]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,110,8,"[110, 111, 112]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,114,8,[114],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,118,8,"[118, 119]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,120,8,"[120, 121]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,122,8,[122],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,131,4,[131],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,132,4,[132],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,141,4,[141],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,146,4,"[146, 147]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,152,4,"[152, 153]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,154,4,[154],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,162,4,"[162, 163]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,168,4,[168],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,188,8,"[188, 189, 190]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,199,8,"[199, 200]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,206,8,"[206, 207]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,216,8,"[216, 217]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,220,8,[220],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,246,8,[246],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,250,4,[250],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,254,4,[254],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,265,8,"[265, 266, 267]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,273,8,[273],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,284,8,"[284, 285, 286]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,291,8,[291],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,299,4,[299],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,300,4,[300],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,301,4,"[301, 302]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,305,4,"[305, 306]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,310,4,"[310, 311, 312]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,313,4,[313],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,314,4,"[314, 315]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,316,4,[316],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,317,4,[317],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,318,4,[318],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,323,4,[323],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,324,4,[324],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
